"","M","year","Country","President","Positive","Negative","DK-Neutral","Neutral","DK","QuestType","SampleType","SampleSize","SampleMode","Question","Institute","SurveyName","Source","Notes","PresidentS","date","Q","presUsed","useM","popM.li","latentM"
"430","2008-12",2008,"Brazil","Lula",73,6,20,20,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2008-12-08,"2008-4","LULA",TRUE,72.05,53.1861064504743
"431","2008-12",2008,"Brazil","Lula",71.1,6.4,22.6,21.6,1,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2008-12-12,"2008-4","LULA",TRUE,72.05,53.1861064504743
"432","2009-01",2009,"Brazil","Lula",72.5,5,22.5,21.7,0.8,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2009-01-30,"2009-1","LULA",TRUE,72.5,54.789837061363
"433","2009-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.15,52.6762227711668
"434","2009-03",2009,"Brazil","Lula",64,10,26,25,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2009-03-15,"2009-1","LULA",TRUE,63.8,49.264583741767
"435","2009-03",2009,"Brazil","Lula",65,8,27,27,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2009-03-19,"2009-1","LULA",TRUE,63.8,49.264583741767
"436","2009-03",2009,"Brazil","Lula",62.4,7.6,30.1,29.1,1,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2009-03-29,"2009-1","LULA",TRUE,63.8,49.264583741767
"437","2009-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.35,49.2081659029462
"438","2009-05",2009,"Brazil","Lula",69,6,25,24,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2009-05-28,"2009-2","LULA",TRUE,68.9,51.0879821657589
"439","2009-05",2009,"Brazil","Lula",68.8,5.8,24.5,23.9,0.6,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2009-05-29,"2009-2","LULA",TRUE,68.9,51.0879821657589
"440","2009-06",2009,"Brazil","Lula",68,8,24,24,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2009-06-01,"2009-2","LULA",TRUE,68,49.9826664211732
"441","2009-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,48.2648083979025
"442","2009-08",2009,"Brazil","Lula",67,8,26,25,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2009-08-13,"2009-3","LULA",TRUE,67,49.6925359428993
"443","2009-09",2009,"Brazil","Lula",66.4,7.2,27.6,26.6,1,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2009-09-04,"2009-3","LULA",TRUE,67.7,50.6555753194617
"444","2009-09",2009,"Brazil","Lula",69,9,22,22,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2009-09-14,"2009-3","LULA",TRUE,67.7,50.6555753194617
"445","2009-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.35,51.6122995366728
"446","2009-11",2009,"Brazil","Lula",70,6.2,23.9,22.7,1.2,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2009-11-20,"2009-4","LULA",TRUE,71,52.5519755907382
"447","2009-11",2009,"Brazil","Lula",72,6,21,21,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2009-11-30,"2009-4","LULA",TRUE,71,52.5519755907382
"448","2009-12",2009,"Brazil","Lula",72,6,22,21,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2009-12-18,"2009-4","LULA",TRUE,72,53.054485811136
"449","2010-01",2010,"Brazil","Lula",71.5,5.8,22.9,22,0.9,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-01-29,"2010-1","LULA",TRUE,71.5,54.0693337249078
"450","2010-02",2010,"Brazil","Lula",73,5,21,20,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-02-25,"2010-1","LULA",TRUE,73,54.0286229720421
"451","2010-03",2010,"Brazil","Lula",75,5,20,19,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-03-10,"2010-1","LULA",TRUE,75.5,54.8923708157482
"452","2010-03",2010,"Brazil","Lula",76,4,21,20,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-03-26,"2010-1","LULA",TRUE,75.5,54.8923708157482
"453","2010-04",2010,"Brazil","Lula",72.8,5.9,21.4,20.2,1.2,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-04-09,"2010-2","LULA",TRUE,73.9333333333333,54.5930899450869
"454","2010-04",2010,"Brazil","Lula",73,5,23,22,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-04-16,"2010-2","LULA",TRUE,73.9333333333333,54.5930899450869
"455","2010-04",2010,"Brazil","Lula",76,5,18,18,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-04-18,"2010-2","LULA",TRUE,73.9333333333333,54.5930899450869
"456","2010-05",2010,"Brazil","Lula",76.1,4.4,19.6,19.2,0.4,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-05-14,"2010-2","LULA",TRUE,76.05,55.7727238084124
"457","2010-05",2010,"Brazil","Lula",76,5,20,19,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-05-21,"2010-2","LULA",TRUE,76.05,55.7727238084124
"458","2010-06",2010,"Brazil","Lula",76,5,21,20,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-06-03,"2010-2","LULA",TRUE,75.6666666666667,54.9922591207281
"459","2010-06",2010,"Brazil","Lula",75,3,20,20,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-06-21,"2010-2","LULA",TRUE,75.6666666666667,54.9922591207281
"460","2010-06",2010,"Brazil","Lula",76,4,20,19,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-06-30,"2010-2","LULA",TRUE,75.6666666666667,54.9922591207281
"461","2010-07",2010,"Brazil","Lula",77,4,20,19,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-07-23,"2010-3","LULA",TRUE,77,55.6572429946499
"462","2010-07",2010,"Brazil","Lula",77,4,19,18,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-07-29,"2010-3","LULA",TRUE,77,55.6572429946499
"463","2010-08",2010,"Brazil","Lula",77.5,4.6,18,15.4,2.6,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-08-02,"2010-3","LULA",TRUE,77.9,56.8787127634631
"464","2010-08",2010,"Brazil","Lula",77,4,18,18,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-08-12,"2010-3","LULA",TRUE,77.9,56.8787127634631
"465","2010-08",2010,"Brazil","Lula",78,4,18,18,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-08-15,"2010-3","LULA",TRUE,77.9,56.8787127634631
"466","2010-08",2010,"Brazil","Lula",79,4,17,17,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-08-24,"2010-3","LULA",TRUE,77.9,56.8787127634631
"467","2010-08",2010,"Brazil","Lula",78,4,17,17,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-08-26,"2010-3","LULA",TRUE,77.9,56.8787127634631
"468","2010-09",2010,"Brazil","Lula",77,4,19,18,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-09-02,"2010-3","LULA",TRUE,78.35,57.1626053322038
"469","2010-09",2010,"Brazil","Lula",78.3,3.9,17.7,15.9,1.8,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-09-12,"2010-3","LULA",TRUE,78.35,57.1626053322038
"470","2010-09",2010,"Brazil","Lula",78,4,19,18,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-09-15,"2010-3","LULA",TRUE,78.35,57.1626053322038
"471","2010-09",2010,"Brazil","Lula",79,4,17,16,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-09-16,"2010-3","LULA",TRUE,78.35,57.1626053322038
"472","2010-09",2010,"Brazil","Lula",78,4,17,17,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-09-22,"2010-3","LULA",TRUE,78.35,57.1626053322038
"473","2010-09",2010,"Brazil","Lula",80,4,16,15,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-09-23,"2010-3","LULA",TRUE,78.35,57.1626053322038
"474","2010-09",2010,"Brazil","Lula",77,4,18,18,0,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"LULA",2010-09-27,"2010-3","LULA",TRUE,78.35,57.1626053322038
"475","2010-09",2010,"Brazil","Lula",79.5,4,16.5,15.9,0.6,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-09-28,"2010-3","LULA",TRUE,78.35,57.1626053322038
"476","2010-10",2010,"Brazil","Lula",78,4,18,18,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-08,"2010-4","LULA",TRUE,81,58.5158029902835
"477","2010-10",2010,"Brazil","Lula",81,4,16,15,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-15,"2010-4","LULA",TRUE,81,58.5158029902835
"478","2010-10",2010,"Brazil","Lula",82,3,15,14,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-21,"2010-4","LULA",TRUE,81,58.5158029902835
"479","2010-10",2010,"Brazil","Lula",83,3,13,13,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-26,"2010-4","LULA",TRUE,81,58.5158029902835
"480","2010-11",2010,"Brazil","Lula",83,4,13,13,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-11-19,"2010-4","LULA",TRUE,83,59.857496086901
"481","2010-12",2010,"Brazil","Lula",83.4,2.2,14.5,13.7,0.8,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-12-27,"2010-4","DILMA",FALSE,69.2,54.7186697421323
"482","2010-12",2010,"Brazil","Dilma",69.2,6.4,24.6,17.6,7,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues","actually taken dec 27, before inauguration, moved do jan 1st to avoid overlap","DILMA",2010-12-27,"2010-4","DILMA",TRUE,69.2,54.7186697421323
"483","2011-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,48.2110770385586
"484","2011-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,47.053457457566
"485","2011-03",2011,"Brazil","Dilma",47,7,46,34,12,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2011-03-16,"2011-1","DILMA",TRUE,51.5,41.4452238133865
"486","2011-03",2011,"Brazil","Dilma",56,5,38,27,11,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2011-03-23,"2011-1","DILMA",TRUE,51.5,41.4452238133865
"487","2011-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6666666666667,38.9585099962447
"488","2011-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8333333333333,38.3885304238663
"489","2011-06",2011,"Brazil","Dilma",49,10,41,38,3,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2011-06-10,"2011-2","DILMA",TRUE,49,38.660208050517
"490","2011-07",2011,"Brazil","Dilma",48,12,40,36,4,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2011-07-31,"2011-3","DILMA",TRUE,48,37.3169514556729
"491","2011-08",2011,"Brazil","Dilma",48,11,42,39,3,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2011-08-05,"2011-3","DILMA",TRUE,48.8,38.2277601203941
"492","2011-08",2011,"Brazil","Dilma",49.2,9.3,41.7,37.1,4.6,"Ot-Bom",NA,NA,NA,NA,"Sensus","CNT-Sensus","Rodrigues",NA,"DILMA",2011-08-12,"2011-3","DILMA",TRUE,48.8,38.2277601203941
"493","2011-08",2011,"Brazil","Dilma",49.2,9.3,41.5,37.1,4.4,"Ot-Bom",NA,NA,NA,NA,"MDA",NA,"http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf",NA,"DILMA",2011-08-15,"2011-3","DILMA",TRUE,48.8,38.2277601203941
"494","2011-09",2011,"Brazil","Dilma",51,11,38,34,4,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2011-09-20,"2011-3","DILMA",TRUE,51,38.6953236691399
"495","2011-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6666666666667,40.0536680650479
"496","2011-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3333333333333,40.2541687660301
"497","2011-12",2011,"Brazil","Dilma",56,9,35,32,3,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2011-12-05,"2011-4","DILMA",TRUE,56,41.4502339887953
"498","2012-01",2012,"Brazil","Dilma",59,6,35,33,2,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2012-01-19,"2012-1","DILMA",TRUE,59,44.0418591944324
"499","2012-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,45.1139361631544
"500","2012-03",2012,"Brazil","Dilma",56,8,36,34,2,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2012-03-19,"2012-1","DILMA",TRUE,56,42.7733902456762
"501","2012-04",2012,"Brazil","Dilma",64,5,30,29,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2012-04-19,"2012-2","DILMA",TRUE,64,46.8636993677589
"502","2012-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,47.7368383874788
"503","2012-06",2012,"Brazil","Dilma",59,8,33,32,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2012-06-19,"2012-2","DILMA",TRUE,59,44.9011108937001
"504","2012-07",2012,"Brazil","Dilma",56.6,7.1,36.5,35.5,1,"Ot-Bom",NA,NA,NA,NA,"Sensus","CNT-Sensus","CNT website",NA,"DILMA",2012-07-16,"2012-3","DILMA",TRUE,56.6,44.6259930411703
"505","2012-07",2012,"Brazil","Dilma",56.6,7,36.4,35.5,0.9,"Ot-Bom",NA,NA,NA,NA,"MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf",NA,"DILMA",2012-07-22,"2012-3","DILMA",TRUE,56.6,44.6259930411703
"506","2012-08",2012,"Brazil","Dilma",62,7,31,30,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Datfolha",NA,"DILMA",2012-08-09,"2012-3","DILMA",TRUE,62,46.357207330478
"507","2012-09",2012,"Brazil","Dilma",62,7,30,29,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2012-09-21,"2012-3","DILMA",TRUE,62,46.1029833411508
"508","2012-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,45.1828383987481
"509","2012-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,44.9870085183277
"510","2012-12",2012,"Brazil","Dilma",62,7,30,29,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2012/12/14/52/20121214161201397964e.pdf",NA,"DILMA",2012-12-09,"2012-4","DILMA",TRUE,62,45.9681465714955
"511","2012-12",2012,"Brazil","Dilma",62,7,31,30,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2012-12-13,"2012-4","DILMA",TRUE,62,45.9681465714955
"512","2013-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3333333333333,47.24943576275
"513","2013-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6666666666667,47.4905253025427
"514","2013-03",2013,"Brazil","Dilma",63,7,30,29,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://www.portaldaindustria.com.br/cni/publicacoes-e-estatisticas/publicacoes/2013/03/1,4053/pesquisa-cni-ibope-avaliacao-do-governo.html",NA,"DILMA",2013-03-11,"2013-1","DILMA",TRUE,63,46.7565455130281
"515","2013-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.35,40.7443363229959
"516","2013-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,39.7264383785112
"517","2013-06",2013,"Brazil","Dilma",54.2,9,36.8,35.6,1.2,"Ot-Bom",NA,NA,NA,NA,"MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf",NA,"DILMA",2013-06-05,"2013-2","DILMA",TRUE,49.05,35.496811672443
"518","2013-06",2013,"Brazil","Dilma",57,9,34,33,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2013-06-07,"2013-2","DILMA",TRUE,49.05,35.496811672443
"519","2013-06",2013,"Brazil","Dilma",55,13,33,32,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130619124749672839o.pdf",NA,"DILMA",2013-06-11,"2013-2","DILMA",TRUE,49.05,35.496811672443
"520","2013-06",2013,"Brazil","Dilma",30,25,44,43,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2013-06-28,"2013-2","DILMA",TRUE,49.05,35.496811672443
"521","2013-07",2013,"Brazil","Dilma",31.3,29.5,39.2,38.7,0.5,"Ot-Bom",NA,NA,NA,NA,"MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf",NA,"DILMA",2013-07-10,"2013-3","DILMA",TRUE,31.15,27.9222855043792
"522","2013-07",2013,"Brazil","Dilma",31,31,38,37,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130731165538474877o.pdf",NA,"DILMA",2013-07-23,"2013-3","DILMA",TRUE,31.15,27.9222855043792
"523","2013-08",2013,"Brazil","Dilma",36,22,43,42,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2013-08-09,"2013-3","DILMA",TRUE,36,29.7588612714628
"524","2013-09",2013,"Brazil","Dilma",38.1,21.9,40,39.7,0.3,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf",NA,"DILMA",2013-09-04,"2013-3","DILMA",TRUE,37.55,29.8403620691555
"525","2013-09",2013,"Brazil","Dilma",37,22,40,39,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130927111334238494o.pdf",NA,"DILMA",2013-09-17,"2013-3","DILMA",TRUE,37.55,29.8403620691555
"526","2013-10",2013,"Brazil","Dilma",38,19,43,42,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/10/14/avaliacao-dilma.pdf",NA,"DILMA",2013-10-11,"2013-4","DILMA",TRUE,38,31.1320764508908
"527","2013-11",2013,"Brazil","Dilma",39,22.7,38.3,37.7,0.6,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf",NA,"DILMA",2013-11-04,"2013-4","DILMA",TRUE,40,33.1187595363414
"528","2013-11",2013,"Brazil","Dilma",41,17,42,40,2,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://www1.folha.uol.com.br/poder/2013/12/1379068-aprovacao-de-dilma-sobe-para-41-mas-66-pedem-mudanca.shtml",NA,"DILMA",2013-11-29,"2013-4","DILMA",TRUE,40,33.1187595363414
"529","2013-12",2013,"Brazil","Dilma",43,20,36,35,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/12/13/52/20131213112444335098o.pdf",NA,"DILMA",2013-12-02,"2013-4","DILMA",TRUE,43,33.6577161490242
"530","2014-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.85,31.934109468009
"531","2014-02",2014,"Brazil","Dilma",36.4,24.8,38.7,37.9,0.8,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20FEVEREIRO2014%20-%20R117%20-%20FINAL.pdf",NA,"DILMA",2014-02-14,"2014-1","DILMA",TRUE,38.7,32.9760448559008
"532","2014-02",2014,"Brazil","Dilma",41,21,38,37,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf",NA,"DILMA",2014-02-20,"2014-1","DILMA",TRUE,38.7,32.9760448559008
"533","2014-03",2014,"Brazil","Dilma",36,27,37,36,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2014/03/27/52/20140327120133549563i.pdf",NA,"DILMA",2014-03-17,"2014-1","DILMA",TRUE,36,30.0639755512859
"534","2014-04",2014,"Brazil","Dilma",36,25,40,39,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf",NA,"DILMA",2014-04-03,"2014-2","DILMA",TRUE,34.3,29.2070774251034
"535","2014-04",2014,"Brazil","Dilma",34,30,36,34,2,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"Rodrigues",NA,"DILMA",2014-04-14,"2014-2","DILMA",TRUE,34.3,29.2070774251034
"536","2014-04",2014,"Brazil","Dilma",32.9,30.6,36.5,35.9,0.6,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20ABRIL2014%20-%20R118%20-%20FINAL.pdf",NA,"DILMA",2014-04-25,"2014-2","DILMA",TRUE,34.3,29.2070774251034
"537","2014-05",2014,"Brazil","Dilma",35,26,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf",NA,"DILMA",2014-05-08,"2014-2","DILMA",TRUE,35,29.068057783121
"538","2014-05",2014,"Brazil","Dilma",35,33,31,30,1,"Ot-Bom",NA,NA,NA,NA,"Ibope",NA,"http://www.ibope.com/pt-br/noticias/Documents/JOB_0747_BRASIL%20-%20Relat%C3%B3rio%20de%20tabelas%20%28completo%29.pdf",NA,"DILMA",2014-05-19,"2014-2","DILMA",TRUE,35,29.068057783121
"539","2014-06",2014,"Brazil","Dilma",33,28,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-06-05,"2014-2","DILMA",TRUE,31.6666666666667,27.6205744567136
