raw.date,day,month,year,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,QuestType,SampleType,SampleSize,SampleMode,Question,Institute,SurveyName,Source,Notes
14.17.mai.2020,17,may,2020,Brazil,Bolsonaro,32,39.6,,24.9,3.6,Ot-Bom,,1000,Online Panel,"Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Offerwise,FŃrum/Offerwise,https://revistaforum.com.br/pesquisaforum/governo-bolsonaro-tem-32-de-otimo-e-bom-na-pesquisa-forum-de-maio/,
10.13.jun.2020,13,jun,2020,Brazil,Bolsonaro,35.1,41.6,,21.5,1.8,Ot-Bom,,1000,Online Panel,"Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Offerwise,FŃrum/Offerwise,https://revistaforum.com.br/pesquisaforum/avaliacao-de-bolsonaro-se-mantem-estavel-ruim-e-pessimo-aumentam-mas-otimo-e-bom-tambem/,
14.17.jul.2020,17,jul,2020,Brazil,Bolsonaro,33.3,39.7,,24.2,2.8,Ot-Bom,,1000,Online Panel,"Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Offerwise,FŃrum/Offerwise,https://revistaforum.com.br/pesquisaforum/pesquisa-forum-avaliacao-de-bolsonaro-se-mantem-estavel-com-333-de-otimo-e-bom/,
21.24.ago.2020,24,aug,2020,Brazil,Bolsonaro,37.5,35.3,,24.1,3.1,Ot-Bom,,1000,Online Panel,"Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Offerwise,FŃrum/Offerwise,https://revistaforum.com.br/pesquisaforum/pesquisa-forum-avaliacao-de-bolsonaro-melhora-e-otimo-e-bom-bate-em-375/,
24.31.ago.2020,31,aug,2020,Brazil,Bolsonaro,39,39,,20,2,Ot-Bom,,1235,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-segue-em-38/,
07.11.set.2020,11,sep,2020,Brazil,Bolsonaro,35,35,,30,0,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-bolsonaro-atinge-40-de-aprovacao-a-maior-desde-fevereiro/,
21.23.set.2020,24,sep,2020,Brazil,Bolsonaro,34,39,,26,1,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-cai-a-35-a-pior-dos-ultimos-meses/,
05.08.out.2020,8,oct,2020,Brazil,Bolsonaro,36,37,,25,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-volta-a-subir-e-chega-a-39/,
19.22.out.2020,22,oct,2020,Brazil,Bolsonaro,37,34,,27,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-bolsonaro-mantem-indice-de-aprovacao-de-39/,
02.05.nov.2020,5,nov,2020,Brazil,Bolsonaro,37,33,,27,3,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-do-presidente-bolsonaro-segue-estavel-em-38/,
16.19.nov.2020,19,nov,2020,Brazil,Bolsonaro,41,31,,26,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-vai-a-41-a-mais-alta-em-quase-2-anos/,
31.ago.02.set.2020,2,sep,2020,Brazil,Bolsonaro,39,34,,24,3,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-50-e-desaprovado-por-41/,
14.16.set.2020,16,sep,2020,Brazil,Bolsonaro,38,34,,25,3,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-49-e-desaprovado-por-44/,
28.30.set.2020,30,sep,2020,Brazil,Bolsonaro,38,30,,27,5,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-52-e-desaprovado-por-42/,
12.14.out.2020,14,oct,2020,Brazil,Bolsonaro,40,33,,25,2,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-52-e-desaprovado-por-41-mostra-poderdata/,
26.28.out.2020,28,oct,2020,Brazil,Bolsonaro,38,35,,23,4,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-48-e-desaprovado-por-42-mostra-poderdata/,
09.11.nov.2020,11,nov,2020,Brazil,Bolsonaro,36,40,,21,3,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/rejeicao-ao-trabalho-de-bolsonaro-cresce-enquanto-aprovacao-ao-governo-cai/,
08.11.set.2020,11,sep,2020,Brazil,Bolsonaro,39,36,,24,2,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,file: Pesquisa-XP_-2020_09.pdf,
08.11.out.2020,11,oct,2020,Brazil,Bolsonaro,39,31,,28,2,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,file: Pesquisa-XP_-2020_10.pdf,
18.20.nov.2020,20,nov,2020,Brazil,Bolsonaro,37,34,,28,2,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,file: Pesquisa-XP_-2020_11.pdf,
08.13.out.2020,13,oct,2020,Brazil,Bolsonaro,38.7,32.1,,27.2,2,Ot-Bom,,,,"A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?",Parana,VEJA/Parana,https://veja.abril.com.br/politica/pesquisa-aprovacao-de-bolsonaro-cresce-mesmo-em-meio-a-crise-da-covid-19/,
17.20.set.2020,20,sep,2020,Brazil,Bolsonaro,40,29,,29,2,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI-IBOPE,https://g1.globo.com/politica/noticia/2020/09/24/governo-bolsonaro-tem-aprovacao-de-40percent-e-reprovacao-de-29percent-diz-pesquisa-ibope.ghtml,
21.24.out.2020,24,oct,2020,Brazil,Bolsonaro,41.2,27.2,,30.3,1.3,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/agencia-cnt/cnt-divulga-nova-rodada-da-pesquisa-de-opiniao-2020,
30.set.05.out.2020,5,oct,2020,Brazil,Bolsonaro,34.9,36.5,,26.2,2.5,Ot-Bom,,1000,Online Panel,"Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Offerwise,FŃrum/Offerwise,https://revistaforum.com.br/noticias/otimo-e-bom-de-bolsonaro-cai-e-ruim-e-pessimo-sobe-em-nova-pesquisa-forum/,
04.09.nov.2020,9,nov,2020,Brazil,Bolsonaro,30.9,40,,27.5,1.6,Ot-Bom,,1000,Online Panel,"Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Offerwise,FŃrum/Offerwise,https://revistaforum.com.br/pesquisaforum/pesquisa-forum-popularidade-de-bolsonaro-volta-a-cair-e-ruim-ou-pessimo-bate-em-40/,
23.25.nov.2020,25,nov,2020,Brazil,Bolsonaro,36,40,,19,5,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
07.09.dez.2020,9,dec,2020,Brazil,Bolsonaro,37,40,,20,3,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
21.23.dez.2020,23,dec,2020,Brazil,Bolsonaro,39,42,,17,2,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
04.06.jan.2021,6,jan,2021,Brazil,Bolsonaro,35,44,,18,3,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
18.20.jan.2021,20,jan,2021,Brazil,Bolsonaro,35,43,,20,2,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
01.03.fev.2021,3,feb,2021,Brazil,Bolsonaro,33,41,,22,4,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
15.17.fev.2021,17,feb,2021,Brazil,Bolsonaro,31,48,,18,3,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
01.03.mar.2021,3,mar,2021,Brazil,Bolsonaro,31,47,,18,4,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
15.17.mar.2021,17,mar,2021,Brazil,Bolsonaro,24,52,,23,1,Ot-Bom,,3500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/,
08.10.dez.2020,10,dec,2020,Brazil,Bolsonaro,37,32,,29,2,Ot-Bom,,2016,Telephone,"Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,https://datafolha.folha.uol.com.br/opiniaopublica/2020/12/1989183-bolsonaro-mantem-aprovacao-de-37-e-32-reprovam-seu-governo.shtml,
20.21.jan.2021,21,jan,2021,Brazil,Bolsonaro,31,40,,26,3,Ot-Bom,,2030,Telephone,"Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,https://datafolha.folha.uol.com.br/opiniaopublica/2021/01/1989211-aprovacao-a-bolsonaro-cai-de-37-para-31-e-reprovacao-vai-a-40.shtml,
15.16.mar.2021,16,mar,2021,Brazil,Bolsonaro,30,44,,24,2,Ot-Bom,,2023,Telephone,"Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,https://datafolha.folha.uol.com.br/opiniaopublica/2021/03/1989225-reprovacao-a-bolsonaro-vai-a-44-e-56-o-veem-como-lideranca-incapaz.shtml,
07.09.dez.2020,15,dec,2020,Brazil,Bolsonaro,38,35,,25,2,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
11.14.jan.2021,14,jan,2021,Brazil,Bolsonaro,32,40,,26,2,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
02.04.fev.2021,4,feb,2021,Brazil,Bolsonaro,30,42,,25,3,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
23.fev.2021,23,feb,2021,Brazil,Bolsonaro,31,42,,24,3,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
09.11.mar.2021,11,mar,2021,Brazil,Bolsonaro,30,45,,24,1,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
03.dez.2020,3,dec,2020,Brazil,Bolsonaro,35,37,,27,1,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/,
17.dez.2020,17,dec,2020,Brazil,Bolsonaro,36,35,,27,1,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/,
14.jan.2021,14,jan,2021,Brazil,Bolsonaro,38,34,,27,1,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/,
21.jan.2021,21,jan,2021,Brazil,Bolsonaro,27,45,,26,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/,
11.fev.2021,11,feb,2021,Brazil,Bolsonaro,31,43,,24,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://exame-membercenter-static.s3.us-east-2.amazonaws.com/imagens/EXAME+IDEIA+12+FEV+2021+(3).pdf,
28.nov.01.dez.2020,1,dec,2020,Brazil,Bolsonaro,37.2,37.3,,24.4,1.2,Ot-Bom,,2036,Telephone,"A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?",Parana,Parana,https://www.paranapesquisas.com.br/pesquisas/pesquisa-nacional-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-novembro-2020/,
22.26.jan.2021,26,jan,2021,Brazil,Bolsonaro,33.3,39.6,,25.4,1.6,Ot-Bom,,2002,Telephone,"A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?",Parana,Parana,https://www.paranapesquisas.com.br/wp-content/uploads/2021/02/M%C3%ADdiaAvalia%C3%A7%C3%A3oFederal_Jan21.pdf,
25.fev.01.mar.2021,1,mar,2021,Brazil,Bolsonaro,34,40.6,,23.7,1.7,Ot-Bom,,2080,Telephone,"A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?",Parana,Parana,http://www.paranapesquisas.com.br/wp-content/uploads/2021/03/M%C3%ADdia_AdmFederal-BR_Mar21.pdf,
18.20.fev.2021,20,feb,2021,Brazil,Bolsonaro,32.9,35.5,,30.2,1.4,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/agencia-cnt/resultados-primeira-pesquisa-cnt-2021,
set.2020,15,sep,2020,Brazil,Bolsonaro,30,46,,22,2,Ot-Bom,,,Online,Como voc� avalia o governo do presidente Jair Bolsonaro?,Atlas,Atlas,https://www.atlasintel.org/polls/general-release-polls,
nov.2020,15,nov,2020,Brazil,Bolsonaro,31,46,,21,2,Ot-Bom,,,Online,Como voc� avalia o governo do presidente Jair Bolsonaro?,Atlas,Atlas,https://www.atlasintel.org/polls/general-release-polls,
22.24.jan.2021,24,jan,2021,Brazil,Bolsonaro,28,53,,19,0,Ot-Bom,,3073,Online,Como voc� avalia o governo do presidente Jair Bolsonaro?,Atlas,Atlas,https://www.atlasintel.org/polls/general-release-polls,
08.10.mar.2021,10,mar,2021,Brazil,Bolsonaro,24.5,57,,18.2,0.3,Ot-Bom,,3721,Online,Como voc� avalia o governo do presidente Jair Bolsonaro?,Atlas,Atlas,https://www.atlasintel.org/polls/general-release-polls,
05.08.dez.2020,8,dec,2020,Brazil,Bolsonaro,35,33,32,,,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI-IBOPE,https://valor.globo.com/politica/noticia/2020/12/16/governo-bolsonaro-e-aprovado-por-35percent-e-reprovado-por-33percent-aponta-ibope.ghtml,
18.23.feb.2021,23,feb,2021,Brazil,Bolsonaro,28,39,,,,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IPEC-ExIBOPE,https://oglobo.globo.com/brasil/bolsonaro-aparece-com-aprovacao-abaixo-de-30-tem-evangelicos-como-principal-base-conheca-pesquisa-24908578,,
25.fev.2021,25,feb,2021,Brazil,Bolsonaro,30,43,,25,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,https://obrasilianista.com.br/2021/02/26/exame-ideia-big-data-43-avaliam-o-governo-negativamente-avaliacao-positiva-soma-30/,
11.mar.2021,11,mar,2021,Brazil,Bolsonaro,28,46,,23.5,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,Toledo/Piau�,
25.mar.2021,25,mar,2021,Brazil,Bolsonaro,27,49,,22,2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,Toledo/Piau�,
07.abr.2021,8,apr,2021,Brazil,Bolsonaro,24,51.5,,22.3,2.2,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,Toledo/Piau�,2021-IdeaBigData-Toledo-Abril.jpeg
29.31.mar.2021,31,mar,2021,Brazil,Bolsonaro,26,53,,19,2,Ot-Bom,,3500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/rejeicao-ao-governo-segue-em-alta-mas-1-3-dos-eleitores-apoiam-bolsonaro/,
12.14.abr.2021,14,apr,2021,Brazil,Bolsonaro,26,55,,18,1,Ot-Bom,,3500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/56-rejeitam-governo-bolsonaro-taxa-parece-ter-atingido-o-pico/,
22.abr.2021,22,apr,2021,Brazil,Bolsonaro,23,52,,19,1,Ot-Bom,,1200,Telephone,Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?,IdeiaBigData,EXAME/IDEIA,Toledo/Piau�,2021Toledo-IdeaBigData-Evolutivo - Avaliação e Aprovação do Governo Federal (07.4) (1).xlsx
06.09.mai.2021,9,may,2021,Brazil,Bolsonaro,31.5,52.6,,15.3,0.6,Ot-Bom,,3828,Online,Como voc� avalia o governo do presidente Jair Bolsonaro?,Atlas,Atlas,https://www.atlasintel.org/polls/general-release-polls,
11.12.mai.2021,12,may,2021,Brazil,Bolsonaro,24,45,,30,1,Ot-Bom,,2071,In person,"Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,https://datafolha.folha.uol.com.br/opiniaopublica/2021/05/1989297-aprovacao-a-governo-bolsonaro-cai-de-30-para-24.shtml,
26.28.abr.2021,28,apr,2021,Brazil,Bolsonaro,26,51,,19,4,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/57-desaprovam-e-35-aprovam-governo-bolsonaro-taxas-ficam-estaveis/,
10.12.mai.2021,12,may,2021,Brazil,Bolsonaro,28,51,,19,2,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/rejeicao-segue-alta-mas-aprovacao-a-bolsonaro-e-ao-governo-ensaia-reacao/,
17.21.jun.2021,21,jun,2021,Brazil,Bolsonaro,24,49,,26,1,Ot-Bom,,2002,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IPEC-ExIBOPE,IPEC,https://g1.globo.com/politica/noticia/2021/06/24/aprovacao-do-governo-bolsonaro-cai-para-23percent-e-reprovacao-sobe-para-50percent-aponta-pesquisa-ipec.ghtml,
24.26.mai.2021,26,may,2021,Brazil,Bolsonaro,28,55,,13,4,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/rejeicao-ao-governo-bolsonaro-volta-ao-recorde-de-59-aprovacao-e-de-35/,
07.09.jun.2021,9,jun,2021,Brazil,Bolsonaro,30,52,,17,1,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/reprovacao-ao-governo-bolsonaro-recua-para-54-mostra-poderdata/,
21.23.jun.2021,23,jun,2021,Brazil,Bolsonaro,28,50,,19,3,Ot-Bom,,2500,Telephone-IVR,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,Band/PoderData,https://www.poder360.com.br/poderdata/para-50-bolsonaro-e-ruim-ou-pessimo-28-dizem-ser-otimo-ou-bom/,
