raw.date,day,month,year,Date,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,Sum,QuestType,Type,SampleType,SampleSize,SampleMode,Question,Institute,Institute_OLD,Validation_Institute,SurveyName,Source,Notes
18.fev.2019,18,feb,2019,2019-02-18,Brazil,Bolsonaro,44,26,,30,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
21.23.fev.2019,23,feb,2019,2019-02-23,Brazil,Bolsonaro,39,19,,29,"13,1",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
11.13.mar.2019,13,mar,2019,2019-03-13,Brazil,Bolsonaro,37,24,,32,8,101,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
18.mar.2019,18,mar,2019,2019-03-18,Brazil,Bolsonaro,31,30,,39,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
16.19.mar.2019,19,mar,2019,2019-03-19,Brazil,Bolsonaro,34,24,,34,8,100,Ot-Bom,Evaluation,,2002,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/03/20/bolsonaro-e-presidente-estreante-pior-avaliado-em-24-anos-diz-ibope.htm,
02.03.abr.2019,3,apr,2019,2019-04-03,Brazil,Bolsonaro,32,30,,33,4,99,Ot-Bom,Evaluation,,2086,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/04/1987680-governo-bolsonaro-e-aprovado-por-32.shtml,
01.03.abr.2019,3,apr,2019,2019-04-03,Brazil,Bolsonaro,35,26,,32,7,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
01.03.abr.2019,3,apr,2019,2019-04-03,Brazil,Bolsonaro,26,30,,39,5,100,Ot-Bom,Evaluation,,1985,,,Vox,Vox,TRUE,CUT/Vox Populi,https://www.cut.org.br/noticias/popularidade-de-bolsonaro-despenca-em-3-meses-mostra-pesquisa-cut-vox-populi-6a43,
09.abr.2019,9,apr,2019,2019-04-09,Brazil,Bolsonaro,28,31,,41,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
12.15.abr.2019,15,apr,2019,2019-04-15,Brazil,Bolsonaro,35,27,,31,7,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/04/24/pesquisa-ibope-governo-bolsonaro-abril.htm,
1.19.abr.2019,19,abril,2019,2019-04-19,Brazil,Bolsonaro,31,"31,2",,"32,4",9,103,Ot-Bom,Evaluation,,2000,Online,Como você avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,,https://brasil.elpais.com/brasil/2019/04/03/politica/1554324591_827255.html,Por IDEIA
mai.2019,,may,2019,2019-05-01,Brazil,Bolsonaro,29,26,,31,4,90,Ot-Bom,Evaluation,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,file: 2020-05-Atlas.pdf,
06.mai.2019,6,may,2019,2019-05-06,Brazil,Bolsonaro,33,32,,35,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
06.08.mai.2019,8,may,2019,2019-05-08,Brazil,Bolsonaro,35,31,,31,3,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
20.21.mai.2019,21,may,2019,2019-05-21,Brazil,Bolsonaro,34,36,,26,4,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
jun.2019,,jun,2019,2019-06-01,Brazil,Bolsonaro,40,"35,5",,"22,4","2,1",100,Ot-Bom,Evaluation,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,Ibpad,TRUE,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
03.jun.2019,3,jun,2019,2019-06-03,Brazil,Bolsonaro,36,32,,32,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
10.12.jun.2019,12,jun,2019,2019-06-12,Brazil,Bolsonaro,30,37,,30,2,99,Ot-Bom,Evaluation,,2000,Online,Como você avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,https://brasil.elpais.com/brasil/2019/06/13/politica/1560425634_536159.html,Por IDEIA
11.13.jun.2019,13,jun,2019,2019-06-13,Brazil,Bolsonaro,34,35,,28,3,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
20.25.jun.2019,15,jun,2019,2019-06-15,Brazil,Bolsonaro,30,41,,27,2,100,Ot-Bom,Evaluation,,2102,Cotas-Personal,"A administração do Presidente Jair Bolsonaro está sendo ótima, boa, regular, ruim ou péssima?",Parana,ParanaPesquisas,FALSE,Parana,https://www.paranapesquisas.com.br/wp-content/uploads/2019/06/M%C3%ADdiaAvalia%C3%A7%C3%A3oFederalJun19.pdf,Por IDEIA
20.26.jun.2019,26,jun,2019,2019-06-26,Brazil,Bolsonaro,32,32,,32,3,99,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/06/27/ibope-aprovacao-do-governo-bolsonaro-em-junho.htm,
28.29.jun.2019,29,jun,2019,2019-06-29,Brazil,Bolsonaro,31,39,,27,2,99,Ot-Bom,Evaluation,,2000,Online,Como você avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,https://www.redebrasilatual.com.br/politica/2019/08/pesquisa-atlas-politico-desaprova-bolsonaro/,Por IDEIA
01.03.jul.2019,3,jul,2019,2019-07-03,Brazil,Bolsonaro,34,35,,28,4,101,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
04.05.jul.2019,5,jul,2019,2019-07-05,Brazil,Bolsonaro,33,33,,31,2,99,Ot-Bom,Evaluation,,2086,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/07/1988217-33-aprovam-governo-bolsonaro.shtml,
05.jul.2019,5,jul,2019,2019-07-05,Brazil,Bolsonaro,35,31,,34,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
ago.2019,,aug,2019,2019-08-01,Brazil,Bolsonaro,38,"28,8",,"29,6","3,2",100,Ot-Bom,Evaluation,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,Ibpad,TRUE,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
ago.2019,,aug,2019,2019-08-01,Brazil,Bolsonaro,28,40,,29,3,100,Ot-Bom,Evaluation,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,file: 2020-05-Atlas.pdf,
ago.2019,,aug,2019,2019-08-01,Brazil,Bolsonaro,37,"34,6",,"26,3","2,3",100,Ot-Bom,Evaluation,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,Ibpad,TRUE,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
02.ago.2019,2,aug,2019,2019-08-02,Brazil,Bolsonaro,34,31,,31,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
05.07.ago.2019,7,aug,2019,2019-08-07,Brazil,Bolsonaro,33,38,,27,2,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
16.ago.2019,16,aug,2019,2019-08-16,Brazil,Bolsonaro,35,31,,30,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
16.19.ago.2019,19,aug,2019,2019-08-19,Brazil,Bolsonaro,30,35,,33,2,100,Ot-Bom,Evaluation,,2000,Telephone,"Como você avalia o governo do presidente Jair Bolsonaro, você diria que
ele está sendo ótimo, bom, regular, ruim ou péssimo?",FSB/Veja,Fsb,FALSE,FSB/Veja,https://static.poder360.com.br/2019/08/FSB-Pesquisa-VEJA-agosto-2019.pdf,Por IDEIA
23.ago.2019,23,aug,2019,2019-08-23,Brazil,Bolsonaro,35,33,,29,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
22.25.ago.2019,25,aug,2019,2019-08-25,Brazil,Bolsonaro,29,"39,5",,"29,1",2,100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
23.26.ago.2019,26,aug,2019,2019-08-26,Brazil,Bolsonaro,23,40,,35,2,100,Ot-Bom,Evaluation,,1987,,,Vox,Vox,TRUE,Vox Populi,https://www.poder360.com.br/pesquisas/vox-populi-rejeicao-de-bolsonaro-vai-a-40-aprovacao-e-de-23/,
27.29.ago.2019,29,aug,2019,2019-08-29,Brazil,Bolsonaro,30,41,,27,2,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
29.30.ago.2019,30,aug,2019,2019-08-30,Brazil,Bolsonaro,29,38,,30,2,99,Ot-Bom,Evaluation,,2878,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/09/1988409-maioria-acredita-que-crescimento-economico-nao-vira-no-curto-prazo.shtml,
30.ago.2019,30,aug,2019,2019-08-30,Brazil,Bolsonaro,32,38,,27,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
29.31.ago.2019,31,aug,2019,2019-08-31,Brazil,Bolsonaro,28,40,,29,3,100,Ot-Bom,Evaluation,,2000,Online,Como você avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,https://atlasintel.org/poll/atlas-br-080119,Por IDEIA
set.2019,,sep,2019,2019-09-01,Brazil,Bolsonaro,35,32,,"29,1","3,7",100,Ot-Bom,Evaluation,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,Ibpad,TRUE,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
04.set.2019,4,sep,2019,2019-09-04,Brazil,Bolsonaro,29,36,,32,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
12.set.2019,12,sep,2019,2019-09-12,Brazil,Bolsonaro,31,36,,29,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
19.set.2019,19,sep,2019,2019-09-19,Brazil,Bolsonaro,36,31,,30,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
19.22.set.2019,22,sep,2019,2019-09-22,Brazil,Bolsonaro,31,34,,31,3,99,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
26.set.2019,26,sep,2019,2019-09-26,Brazil,Bolsonaro,34,34,,29,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
04.out.2019,4,oct,2019,2019-10-04,Brazil,Bolsonaro,31,34,,31,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
10.out.2019,10,oct,2019,2019-10-10,Brazil,Bolsonaro,32,35,,29,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
09.11.out.2019,11,oct,2019,2019-10-11,Brazil,Bolsonaro,33,38,,27,1,99,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
11.14.out.2019,14,oct,2019,2019-10-14,Brazil,Bolsonaro,33,37,,28,2,100,Ot-Bom,Evaluation,,2000,Telephone,"Como você avalia o governo do presidente Jair Bolsonaro, você diria que
ele está sendo ótimo, bom, regular, ruim ou péssimo?",FSB/Veja,Fsb,FALSE,FSB/Veja,https://static.poder360.com.br/2019/10/FSB-Pesquisa-VEJA-Rodada-2-18out2019.pdf,Por IDEIA
17.out.2019,17,oct,2019,2019-10-17,Brazil,Bolsonaro,36,31,,30,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
24.out.2019,24,oct,2019,2019-10-24,Brazil,Bolsonaro,32,34,,31,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
nov.2019,,nov,2019,2019-11-01,Brazil,Bolsonaro,31,"42,1",,23,4,100,Ot-Bom,Evaluation,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,Ibpad,TRUE,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
nov.2019,,nov,2019,2019-11-01,Brazil,Bolsonaro,26,36,,36,2,100,Ot-Bom,Evaluation,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,Quaest,TRUE,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
nov.2019,,nov,2019,2019-11-01,Brazil,Bolsonaro,27,42,,30,1,100,Ot-Bom,Evaluation,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,file: 2020-05-Atlas.pdf,
01.nov.2019,1,nov,2019,2019-11-01,Brazil,Bolsonaro,32,35,,30,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
07.nov.2019,7,nov,2019,2019-11-07,Brazil,Bolsonaro,40,30,,26,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
06.08.nov.2019,8,nov,2019,2019-11-08,Brazil,Bolsonaro,35,38,,25,2,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
14.nov.2019,14,nov,2019,2019-11-14,Brazil,Bolsonaro,37,30,,30,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
21.nov.2019,21,nov,2019,2019-11-21,Brazil,Bolsonaro,37,32,,28,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
28.nov.2019,28,nov,2019,2019-11-28,Brazil,Bolsonaro,39,29,,29,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
29.02.nov.2019,29,nov,2019,2019-11-29,Brazil,Bolsonaro,31,35,,31,3,100,Ot-Bom,Evaluation,,2000,Telephone,"Como você avalia o governo do presidente Jair Bolsonaro, você diria que
ele está sendo ótimo, bom, regular, ruim ou péssimo?",FSB/Veja,Fsb,FALSE,FSB/Veja,https://web.archive.org/web/20191220154707/https://veja.abril.com.br/edicoes-veja/2666/,Por IDEIA
dez.2019,,dec,2019,2019-12-01,Brazil,Bolsonaro,31,"34,5",,"30,3","4,5",100,Ot-Bom,Evaluation,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,Ibpad,TRUE,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
dez.2019,,dec,2019,2019-12-01,Brazil,Bolsonaro,29,32,,36,2,99,Ot-Bom,Evaluation,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,Quaest,TRUE,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
05.dez.2019,5,dec,2019,2019-12-05,Brazil,Bolsonaro,35,33,,28,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
05.06.dez.2019,6,dec,2019,2019-12-06,Brazil,Bolsonaro,30,36,,32,1,99,Ot-Bom,Evaluation,,2948,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/12/1988542-bolsonaro-e-aprovado-por-30-apos-um-ano-de-governo.shtml,
09.11.dez.2019,11,dec,2019,2019-12-11,Brazil,Bolsonaro,35,39,,25,1,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
11.dez.2019,11,dec,2019,2019-12-11,Brazil,Bolsonaro,35,33,,28,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
19.dez.2019,19,dec,2019,2019-12-19,Brazil,Bolsonaro,36,33,,27,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
19.22.dez.2019,22,dec,2019,2019-12-22,Brazil,Bolsonaro,29,38,,29,3,99,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm,
26.dez.2019,26,dec,2019,2019-12-26,Brazil,Bolsonaro,38,30,,28,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
28.dez.2019,28,dec,2019,2019-12-28,Brazil,Bolsonaro,38,31,,26,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
09.jan.2020,9,jan,2020,2020-01-09,Brazil,Bolsonaro,34,30,,33,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
13.15.jan.2020,15,jan,2020,2020-01-15,Brazil,Bolsonaro,32,39,,28,1,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
16.jan.2020,16,jan,2020,2020-01-16,Brazil,Bolsonaro,39,30,,29,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
15.18.jan.2020,18,jan,2020,2020-01-18,Brazil,Bolsonaro,35,31,,"32,1","2,4",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
23.jan.2020,23,jan,2020,2020-01-23,Brazil,Bolsonaro,39,28,,29,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
30.jan.2020,30,jan,2020,2020-01-30,Brazil,Bolsonaro,38,27,,32,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
28.31.jan.2020,31,jan,2020,2020-01-31,Brazil,Bolsonaro,34,32,,31,"2,7",100,Ot-Bom,Evaluation,,1022,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,Ibpad,TRUE,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
fev.2020,,feb,2020,2020-02-01,Brazil,Bolsonaro,29,38,,31,2,100,Ot-Bom,Evaluation,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,file: 2020-05-Atlas.pdf,
06.fev.2020,6,feb,2020,2020-02-06,Brazil,Bolsonaro,38,28,,30,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
05.10.fev.2020,10,feb,2020,2020-02-10,Brazil,Bolsonaro,36,32,,31,2,101,Ot-Bom,Evaluation,,2000,Telephone,"Como você avalia o governo do presidente Jair Bolsonaro, você diria que
ele está sendo ótimo, bom, regular, ruim ou péssimo?",FSB/Veja,Fsb,FALSE,FSB/Veja,https://veja.abril.com.br/politica/cresce-aprovacao-ao-governo-de-jair-bolsonaro-aponta-pesquisa-fsb-veja/,Por IDEIA
13.fev.2020,13,feb,2020,2020-02-13,Brazil,Bolsonaro,39,27,,31,3,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
17.19.fev.2020,19,feb,2020,2020-02-19,Brazil,Bolsonaro,34,36,,29,2,101,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
20.fev.2020,20,feb,2020,2020-02-20,Brazil,Bolsonaro,37,28,,30,4,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
mar.2020,,mar,2020,2020-03-01,Brazil,Bolsonaro,30,35,,34,1,100,Ot-Bom,Evaluation,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,Quaest,TRUE,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
mar.2020,,mar,2020,2020-03-01,Brazil,Bolsonaro,26,41,,33,0,100,Ot-Bom,Evaluation,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,file: 2020-05-Atlas.pdf,
05.mar.2020,5,mar,2020,2020-03-05,Brazil,Bolsonaro,39,26,,30,5,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
16.18.mar.2020,18,mar,2020,2020-03-18,Brazil,Bolsonaro,30,36,,31,3,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
19.mar.2020,19,mar,2020,2020-03-19,Brazil,Bolsonaro,38,30,,28,5,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
