"","year","Country","President","Positive","Negative","DK-Neutral","Neutral","DK","QuestType","SampleType","SampleSize","SampleMode","Question","Institute","SurveyName","Source","Notes","PresidentS","date","Q","M"
"609",2018,"Brazil","Temer",2,87,NA,11,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-08-15,"2018-3","2018-08"
"610",2018,"Brazil","Temer",2.7,78.3,NA,17.7,1.3,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-08-18,"2018-3","2018-08"
"611",2018,"Brazil","Temer",4,73,NA,21,2,"Ot-Bom",NA,8433,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://www1.folha.uol.com.br/poder/2018/08/reprovacao-a-temer-recua-mas-governo-permanece-ruim-ou-pessimo-para-mais-de-70-dos-eleitores.shtml",NA,"TEMER",2018-08-21,"2018-3","2018-08"
"612",2018,"Brazil","Temer",2.5,81.5,NA,15.2,0.8,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-09-15,"2018-3","2018-09"
"613",2018,"Brazil","Temer",4,82,NA,12,2,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-09-15,"2018-3","2018-09"
"614",2018,"Brazil","Temer",1,89,NA,9,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-09-15,"2018-3","2018-09"
"615",2018,"Brazil","Temer",8,64,NA,27,1,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"TEMER",2018-11-23,"2018-4","2018-11"
"616",2018,"Brazil","Temer",7,68,NA,23,1,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"TEMER",2018-12-14,"2018-4","2018-12"
"617",2018,"Brazil","Temer",5,74,NA,18,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-12-15,"2018-4","2018-12"
"618",2018,"Brazil","Temer",7,62,NA,29,2,"Ot-Bom",NA,2077,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml",NA,"TEMER",2018-12-19,"2018-4","2018-12"
"619",2018,"Brazil","Bolsonaro",65,12,NA,17,6,"Ot-Bom",NA,2077,NA,"Na sua opiniao, Jair Bolsonaro Far_ um governo","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml","It is really anticipaiton of performance, asked prior to inauguration","BOLSONARO",2018-12-19,"2018-4","2018-12"
"620",2019,"Brazil","Bolsonaro",50,22,NA,28,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-01-10,"2019-1","2019-01"
"621",2019,"Brazil","Bolsonaro",40,20,NA,29,11,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-01-11,"2019-1","2019-01"
"622",2019,"Brazil","Bolsonaro",49,11,NA,26,14,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm",NA,"BOLSONARO",2019-01-15,"2019-1","2019-01"
"623",2019,"Brazil","Bolsonaro",51,21,NA,28,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-02-01,"2019-1","2019-02"
"624",2019,"Brazil","Bolsonaro",40,17,NA,32,11,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-02-13,"2019-1","2019-02"
"625",2019,"Brazil","Bolsonaro",39,23,NA,30,9,"Ot-Bom",NA,NA,NA,"Como voc� avalia o governo do Presidente Jair Bolsonaro?","Atlas","Atlas","file: 2020-05-Atlas.pdf",NA,"BOLSONARO",2019-02-15,"2019-1","2019-02"
"626",2019,"Brazil","Bolsonaro",39,19,NA,30,12,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm",NA,"BOLSONARO",2019-02-15,"2019-1","2019-02"
"627",2019,"Brazil","Bolsonaro",44,26,NA,30,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-02-18,"2019-1","2019-02"
"628",2019,"Brazil","Bolsonaro",38.9,19,NA,29,13.1,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"BOLSONARO",2019-02-23,"2019-1","2019-02"
"629",2019,"Brazil","Bolsonaro",37,24,NA,32,8,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-03-13,"2019-1","2019-03"
"630",2019,"Brazil","Bolsonaro",31,30,NA,39,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-03-18,"2019-1","2019-03"
"631",2019,"Brazil","Bolsonaro",34,24,NA,34,8,"Ot-Bom",NA,2002,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/03/20/bolsonaro-e-presidente-estreante-pior-avaliado-em-24-anos-diz-ibope.htm",NA,"BOLSONARO",2019-03-19,"2019-1","2019-03"
"632",2019,"Brazil","Bolsonaro",32,30,NA,33,4,"Ot-Bom",NA,2086,NA,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/04/1987680-governo-bolsonaro-e-aprovado-por-32.shtml",NA,"BOLSONARO",2019-04-03,"2019-2","2019-04"
"633",2019,"Brazil","Bolsonaro",35,26,NA,32,7,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-04-03,"2019-2","2019-04"
"634",2019,"Brazil","Bolsonaro",26,30,NA,39,5,"Ot-Bom",NA,1985,NA,NA,"Vox","CUT/Vox Populi","https://www.cut.org.br/noticias/popularidade-de-bolsonaro-despenca-em-3-meses-mostra-pesquisa-cut-vox-populi-6a43",NA,"BOLSONARO",2019-04-03,"2019-2","2019-04"
"635",2019,"Brazil","Bolsonaro",28,31,NA,41,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-04-09,"2019-2","2019-04"
"636",2019,"Brazil","Bolsonaro",35,27,NA,31,7,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/04/24/pesquisa-ibope-governo-bolsonaro-abril.htm",NA,"BOLSONARO",2019-04-15,"2019-2","2019-04"
"637",2019,"Brazil","Bolsonaro",33,32,NA,35,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-05-06,"2019-2","2019-05"
"638",2019,"Brazil","Bolsonaro",35,31,NA,31,3,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-05-08,"2019-2","2019-05"
"639",2019,"Brazil","Bolsonaro",29,26,NA,31,4,"Ot-Bom",NA,NA,NA,"Como voc� avalia o governo do Presidente Jair Bolsonaro?","Atlas","Atlas","file: 2020-05-Atlas.pdf",NA,"BOLSONARO",2019-05-15,"2019-2","2019-05"
"640",2019,"Brazil","Bolsonaro",34,36,NA,26,4,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-05-21,"2019-2","2019-05"
"641",2019,"Brazil","Bolsonaro",36,32,NA,32,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-06-03,"2019-2","2019-06"
"642",2019,"Brazil","Bolsonaro",34,35,NA,28,3,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-06-13,"2019-2","2019-06"
"643",2019,"Brazil","Bolsonaro",40.1,35.5,NA,22.4,2.1,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-06-15,"2019-2","2019-06"
"644",2019,"Brazil","Bolsonaro",32,32,NA,32,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/06/27/ibope-aprovacao-do-governo-bolsonaro-em-junho.htm",NA,"BOLSONARO",2019-06-26,"2019-2","2019-06"
"645",2019,"Brazil","Bolsonaro",34,35,NA,28,4,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-07-03,"2019-3","2019-07"
"646",2019,"Brazil","Bolsonaro",33,33,NA,31,2,"Ot-Bom",NA,2086,NA,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/07/1988217-33-aprovam-governo-bolsonaro.shtml",NA,"BOLSONARO",2019-07-05,"2019-3","2019-07"
"647",2019,"Brazil","Bolsonaro",35,31,NA,34,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-07-05,"2019-3","2019-07"
"648",2019,"Brazil","Bolsonaro",34,31,NA,31,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-08-02,"2019-3","2019-08"
"649",2019,"Brazil","Bolsonaro",33,38,NA,27,2,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-08-07,"2019-3","2019-08"
"650",2019,"Brazil","Bolsonaro",38.4,28.8,NA,29.6,3.2,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-08-15,"2019-3","2019-08"
"651",2019,"Brazil","Bolsonaro",28,40,NA,29,3,"Ot-Bom",NA,NA,NA,"Como voc� avalia o governo do Presidente Jair Bolsonaro?","Atlas","Atlas","file: 2020-05-Atlas.pdf",NA,"BOLSONARO",2019-08-15,"2019-3","2019-08"
"652",2019,"Brazil","Bolsonaro",36.8,34.6,NA,26.3,2.3,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-08-15,"2019-3","2019-08"
"653",2019,"Brazil","Bolsonaro",35,31,NA,30,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-08-16,"2019-3","2019-08"
"654",2019,"Brazil","Bolsonaro",35,33,NA,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-08-23,"2019-3","2019-08"
"655",2019,"Brazil","Bolsonaro",29.4,39.5,NA,29.1,2,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"BOLSONARO",2019-08-25,"2019-3","2019-08"
"656",2019,"Brazil","Bolsonaro",23,40,NA,35,2,"Ot-Bom",NA,1987,NA,NA,"Vox","Vox Populi","https://www.poder360.com.br/pesquisas/vox-populi-rejeicao-de-bolsonaro-vai-a-40-aprovacao-e-de-23/",NA,"BOLSONARO",2019-08-26,"2019-3","2019-08"
"657",2019,"Brazil","Bolsonaro",30,41,NA,27,2,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-08-29,"2019-3","2019-08"
"658",2019,"Brazil","Bolsonaro",29,38,NA,30,2,"Ot-Bom",NA,2878,NA,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/09/1988409-maioria-acredita-que-crescimento-economico-nao-vira-no-curto-prazo.shtml",NA,"BOLSONARO",2019-08-30,"2019-3","2019-08"
"659",2019,"Brazil","Bolsonaro",32,38,NA,27,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-08-30,"2019-3","2019-08"
"660",2019,"Brazil","Bolsonaro",29,36,NA,32,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-09-04,"2019-3","2019-09"
"661",2019,"Brazil","Bolsonaro",31,36,NA,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-09-12,"2019-3","2019-09"
"662",2019,"Brazil","Bolsonaro",35.2,32,NA,29.1,3.7,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-09-15,"2019-3","2019-09"
"663",2019,"Brazil","Bolsonaro",36,31,NA,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-09-19,"2019-3","2019-09"
"664",2019,"Brazil","Bolsonaro",31,34,NA,31,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"BOLSONARO",2019-09-22,"2019-3","2019-09"
"665",2019,"Brazil","Bolsonaro",34,34,NA,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-09-26,"2019-3","2019-09"
"666",2019,"Brazil","Bolsonaro",31,34,NA,31,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-10-04,"2019-4","2019-10"
"667",2019,"Brazil","Bolsonaro",32,35,NA,29,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-10-10,"2019-4","2019-10"
"668",2019,"Brazil","Bolsonaro",33,38,NA,27,1,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-10-11,"2019-4","2019-10"
"669",2019,"Brazil","Bolsonaro",36,31,NA,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-10-17,"2019-4","2019-10"
"670",2019,"Brazil","Bolsonaro",32,34,NA,31,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-10-24,"2019-4","2019-10"
"671",2019,"Brazil","Bolsonaro",32,35,NA,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-11-01,"2019-4","2019-11"
"672",2019,"Brazil","Bolsonaro",40,30,NA,26,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-11-07,"2019-4","2019-11"
"673",2019,"Brazil","Bolsonaro",35,38,NA,25,2,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-11-08,"2019-4","2019-11"
"674",2019,"Brazil","Bolsonaro",37,30,NA,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-11-14,"2019-4","2019-11"
"675",2019,"Brazil","Bolsonaro",30.9,42.1,NA,23,4,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-11-15,"2019-4","2019-11"
"676",2019,"Brazil","Bolsonaro",26,36,NA,36,2,"Ot-Bom",NA,1000,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","Quaest","JOTA/Quaest","https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020",NA,"BOLSONARO",2019-11-15,"2019-4","2019-11"
"677",2019,"Brazil","Bolsonaro",27,42,NA,30,1,"Ot-Bom",NA,NA,NA,"Como voc� avalia o governo do Presidente Jair Bolsonaro?","Atlas","Atlas","file: 2020-05-Atlas.pdf",NA,"BOLSONARO",2019-11-15,"2019-4","2019-11"
"678",2019,"Brazil","Bolsonaro",37,32,NA,28,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-11-21,"2019-4","2019-11"
"679",2019,"Brazil","Bolsonaro",39,29,NA,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-11-28,"2019-4","2019-11"
"680",2019,"Brazil","Bolsonaro",35,33,NA,28,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-12-05,"2019-4","2019-12"
"681",2019,"Brazil","Bolsonaro",30,36,NA,32,1,"Ot-Bom",NA,2948,NA,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/12/1988542-bolsonaro-e-aprovado-por-30-apos-um-ano-de-governo.shtml",NA,"BOLSONARO",2019-12-06,"2019-4","2019-12"
"682",2019,"Brazil","Bolsonaro",35,39,NA,25,1,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-12-11,"2019-4","2019-12"
"683",2019,"Brazil","Bolsonaro",35,33,NA,28,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-12-11,"2019-4","2019-12"
"684",2019,"Brazil","Bolsonaro",30.7,34.5,NA,30.3,4.5,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-12-15,"2019-4","2019-12"
"685",2019,"Brazil","Bolsonaro",29,32,NA,36,2,"Ot-Bom",NA,1000,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","Quaest","JOTA/Quaest","https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020",NA,"BOLSONARO",2019-12-15,"2019-4","2019-12"
"686",2019,"Brazil","Bolsonaro",36,33,NA,27,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-12-19,"2019-4","2019-12"
"687",2019,"Brazil","Bolsonaro",29,38,NA,29,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm",NA,"BOLSONARO",2019-12-22,"2019-4","2019-12"
"688",2019,"Brazil","Bolsonaro",38,30,NA,28,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-12-26,"2019-4","2019-12"
"689",2019,"Brazil","Bolsonaro",38,31,NA,26,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-12-28,"2019-4","2019-12"
"690",2020,"Brazil","Bolsonaro",30,34,NA,33,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2020-01-09,"2020-1","2020-01"
"691",2020,"Brazil","Bolsonaro",32,39,NA,28,1,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2020-01-15,"2020-1","2020-01"
"692",2020,"Brazil","Bolsonaro",39,30,NA,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2020-01-16,"2020-1","2020-01"
"693",2020,"Brazil","Bolsonaro",34.5,31,NA,32.1,2.4,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"BOLSONARO",2020-01-18,"2020-1","2020-01"
"694",2020,"Brazil","Bolsonaro",39,28,NA,29,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2020-01-23,"2020-1","2020-01"
